page_number,sentencechunk,chunk_char_count,chunk_word_count,chunk_token_count,embedding
0,CURRICULUM AND SYLLABUS  (2022-2026)  B. Tech. Computer Science and Engineering                Department of Computer Science and Engineering,141,33,35.25,"[ 4.29639872e-03  2.03440506e-02  4.30464075e-04 -1.05139665e-01
 -2.49305721e-02  8.02741293e-03 -2.39036754e-02  3.77020836e-02
  5.85328229e-03 -5.50783575e-02 -1.31830946e-02 -3.14012803e-02
  2.01183893e-02 -7.36923004e-03  5.39284535e-02  3.38641964e-02
  1.52759356e-02 -2.81167286e-03  6.30066842e-02 -1.31783495e-02
  6.86544329e-02  1.08935790e-04 -4.86994311e-02 -4.38471735e-02
  1.27517749e-02  1.00007237e-04  3.08139455e-02 -5.40036671e-02
 -6.91858632e-03 -8.94276723e-02  3.83219891e-03 -1.44338831e-02
  1.58304684e-02 -3.94142382e-02  1.78200137e-02 -4.67068888e-02
  1.48314536e-02  1.59903597e-02 -3.24674733e-02  3.06491479e-02
 -6.02017008e-02 -1.49555821e-02  4.91015911e-02 -8.75594188e-03
 -1.40697295e-02 -7.35084414e-02 -2.51412280e-02 -3.36104818e-02
 -1.48930196e-02 -1.07158475e-01 -5.31924963e-02 -4.94663194e-02
  9.49087087e-03  2.06365623e-02 -4.83553708e-02  5.69413491e-02
  1.99747384e-02 -2.05962360e-02 -1.94414367e-03  2.32434776e-02
  8.37698579e-03  4.43634428e-02 -1.89226702e-01  1.08596176e-01
  4.10410538e-02  9.99460928e-03  4.51778853e-03 -4.14151251e-02
  4.43463922e-02  8.29038396e-02 -4.04281989e-02 -4.22922038e-02
  1.33595355e-02  2.99772564e-02  3.73842195e-02 -3.81910172e-03
  3.77783887e-02 -3.55811790e-02 -1.65205952e-02 -6.65043518e-02
  2.17059590e-02 -3.39677110e-02  3.72709744e-02 -3.24903317e-02
 -3.24376523e-02 -1.10763195e-03 -6.54548481e-02  2.02089734e-02
  2.80349888e-03  7.54451985e-03  5.62600009e-02 -2.73554325e-02
  1.32671427e-02 -5.39483095e-04  1.51661625e-02 -1.63971614e-02
 -7.31553975e-03 -2.77322941e-02  3.87151800e-02  4.25285369e-01
 -9.23459455e-02 -2.31097955e-02  1.43907042e-02  2.11091358e-02
 -5.34281461e-03 -3.58386897e-03  3.54680270e-02 -1.60928033e-02
 -2.78590247e-02 -4.97308094e-03 -3.26794386e-02 -1.24476675e-04
  4.16459925e-02  1.86012182e-02 -6.49929512e-03 -3.21750296e-03
  3.15576345e-02 -6.44937914e-04  9.11759883e-02  1.33706238e-02
 -2.25742385e-02  3.10308821e-02  4.98280637e-02 -4.85454947e-02
  1.89165771e-02 -7.89282769e-02 -5.00460416e-02  9.83616039e-02
 -5.52538186e-02  1.30854910e-02  4.43394594e-02  3.25982943e-02
 -4.71382737e-02  3.59509401e-02  5.38824983e-02  2.12692879e-02
 -7.85747264e-03 -6.51395097e-02 -1.61916986e-02  5.02082147e-03
  9.28868726e-03 -2.97936928e-02  5.00162505e-02 -1.09241083e-01
 -6.25413433e-02  5.83641641e-02 -8.40448216e-03  4.27391008e-02
  1.58003345e-02 -3.17479367e-03 -2.74476483e-02  8.16143397e-03
  3.10541354e-02 -3.56439166e-02 -9.48365405e-03 -3.75459576e-03
  1.27634807e-02  4.68873605e-02 -1.93812624e-02 -2.10287608e-02
 -2.81276833e-02 -1.58808939e-02 -1.02832112e-02  9.47880372e-02
  7.24495649e-02 -9.55008529e-03  2.58422177e-02  7.23803975e-03
 -4.31100801e-02 -3.69659089e-03 -1.56291183e-02  6.73074871e-02
 -9.23170988e-03 -1.73362605e-02  1.13700218e-01  1.08888587e-02
  2.65117697e-02 -3.45178954e-02 -3.55154537e-02 -1.65310819e-02
  3.62880132e-03  2.39032526e-02  3.42768282e-02  2.70396825e-02
  3.81096601e-02 -3.41449422e-03 -3.18529527e-03 -1.59366000e-02
  4.88718711e-02  6.07086159e-03 -3.56922261e-02  3.04776635e-02
  2.69976184e-02  7.82889081e-04  2.14127619e-02 -6.29307935e-03
  2.73145568e-02 -1.05907194e-01  1.41085731e-03 -6.03358783e-02
  4.14076149e-02  1.72279309e-02 -8.51614475e-02  4.42051291e-02
  2.98921186e-02 -1.00201346e-01  6.17203154e-02 -4.65263836e-02
  9.18145757e-03  7.78139755e-02 -1.15015134e-02 -6.43670559e-02
  1.21072941e-01 -4.66941185e-02 -4.69956324e-02 -3.89829464e-02
  3.54310423e-02  5.89350313e-02 -1.03837382e-02  3.79261225e-02
 -3.53152715e-02  7.45972618e-02 -2.20006816e-02 -2.67577648e-01
  2.69127055e-03  3.85109149e-02 -6.65056109e-02  1.55290787e-03
  1.84076838e-02  1.46622527e-02  2.21994147e-02  6.90299869e-02
  6.51303008e-02  3.16637494e-02  5.12876324e-02  1.52583262e-02
 -5.54377474e-02 -1.90721229e-02 -3.35863605e-02  3.58240940e-02
 -9.15519893e-03 -2.71153804e-02 -2.97126621e-02 -2.08169594e-02
  3.94158885e-02  2.06738128e-03 -5.02526686e-02 -4.31784131e-02
 -2.62922440e-02  6.32493496e-02 -2.99988296e-02  7.59660155e-02
  4.63185981e-02 -8.65785684e-03  8.18567351e-02  4.44925055e-02
 -9.84256044e-02  6.54564872e-02  3.86304334e-02 -1.94172375e-02
  4.17207628e-02  1.62853263e-02 -3.60287949e-02  2.76443027e-02
  4.30310220e-02  9.26325191e-03 -6.38984740e-02 -1.19805150e-02
 -3.80086191e-02  1.56930611e-02 -4.45556566e-02 -4.00024243e-02
  1.23674143e-02  1.00662587e-02 -1.07354550e-02 -1.38040343e-02
  1.89303327e-02 -2.69958675e-02 -4.96864179e-03  1.19490467e-03
 -2.20319144e-02  4.21094038e-02 -1.32875666e-02 -1.93098485e-02
 -4.02587801e-02 -8.08427483e-02 -3.74841411e-03 -1.87517721e-02
 -1.42430104e-02 -1.51326600e-02 -8.92979372e-03  1.23494230e-02
 -1.82770099e-02 -9.06986184e-03  4.16234732e-02  4.39125188e-02
 -3.84711102e-02  1.09467171e-02 -2.16503888e-02  8.89567807e-02
  3.01967803e-02  1.03711225e-02 -1.53214512e-02  4.58455905e-02
 -6.90560788e-02  3.43762971e-02  6.63050637e-02  6.63495623e-03
 -1.17777903e-02  4.02867123e-02 -4.12912183e-02 -4.19860110e-02
  6.30068481e-02 -1.45615395e-02 -4.95970053e-05 -3.77061218e-02
 -1.24762896e-02 -1.56750474e-02  6.14610538e-02 -2.54263431e-01
  5.04167117e-02  2.11426076e-02  1.31701184e-02  9.48613510e-03
 -2.12687645e-02  3.84436511e-02 -4.52678166e-02 -2.09827200e-02
  2.98721679e-02  2.31190044e-02 -6.97341003e-03  5.61187528e-02
 -1.81457382e-02  1.18220570e-02 -7.87900388e-03  9.83985886e-02
 -7.90661350e-02 -1.78825688e-02 -2.03246549e-02 -1.58139896e-02
  1.67543925e-02  1.17026329e-01  8.86663111e-05  4.26792055e-02
  3.38062830e-03  3.70179787e-02  3.02027389e-02  2.61642765e-02
  2.95284130e-02  4.16971464e-03 -6.64158538e-02  7.99580440e-02
 -4.35491912e-02 -8.85915831e-02  1.06690548e-01 -1.33728972e-02
  4.87541445e-02  2.04753317e-02  4.68735173e-02 -1.52522903e-02
 -4.41218950e-02 -5.57188466e-02  8.46955273e-03  4.64608669e-02
  1.18352734e-02 -5.33532128e-02 -7.46023729e-02  4.13485058e-02
  1.65681764e-02 -2.91568004e-02  4.64571118e-02 -2.76215989e-02
 -4.18994240e-02 -2.50408929e-02 -3.12068476e-03  9.24917031e-03
 -2.87938807e-02 -3.17046978e-02 -9.97545384e-03  8.49236175e-03
  3.04786917e-02 -1.28053129e-02  2.44778059e-02 -4.54514176e-02]"
1,Computer Science and Engineering    B. Tech. (CSE)                    CURRICULUM AND SYLLABUS,93,32,23.25,"[-1.50770098e-02  4.65754233e-02 -2.49389112e-02 -1.07839018e-01
 -2.86186915e-02 -7.97594897e-03 -3.19959149e-02  4.64179069e-02
  6.51211478e-03 -4.44645435e-02 -1.72326174e-02 -1.88697292e-03
  3.64181511e-02 -1.94716230e-02  2.19304841e-02  6.94451779e-02
  2.85707284e-02  2.58823652e-02  3.01021505e-02  3.30105983e-02
  5.35214655e-02  6.21701078e-03 -2.86670346e-02 -4.04949896e-02
  1.50075946e-02 -1.94181819e-02  3.07960827e-02 -4.67482656e-02
 -2.43312176e-02 -1.34692416e-01 -1.30755198e-03 -7.90825929e-04
  5.55584766e-02 -2.91815158e-02  1.21220862e-02 -3.35013531e-02
  1.07420585e-03 -1.00867469e-02 -3.63188013e-02  3.43189836e-02
 -9.52235702e-03 -6.25143154e-03  6.08622581e-02 -1.13274425e-03
 -3.20058353e-02 -6.60319030e-02 -1.81521904e-02 -2.16550566e-02
 -8.26576957e-04 -1.02880329e-01 -2.73802858e-02 -5.30386455e-02
  2.90645403e-04  1.60396770e-02 -4.31720279e-02  7.96416849e-02
  4.03878875e-02 -9.12849046e-03 -1.65604223e-02  2.80597713e-02
 -1.76413823e-02  6.02439418e-02 -1.96239322e-01  1.13636136e-01
  4.80938703e-02  3.00250053e-02 -1.47560751e-02 -3.16087529e-02
  2.83915158e-02  6.25054166e-02 -4.39783633e-02 -4.82463725e-02
  5.36359213e-02  4.94191870e-02  3.88226397e-02  1.84888281e-02
  3.14311013e-02  2.77722342e-04 -2.91236099e-02 -4.42990586e-02
 -9.33571719e-03 -3.57616022e-02  6.79235682e-02 -7.52554275e-03
 -9.55227949e-03  3.71825858e-03 -2.03985237e-02  2.44468898e-02
  3.88633795e-02  6.37654564e-04  4.33473960e-02 -7.97685161e-02
 -3.66265401e-02 -7.41492165e-03  8.37146305e-03 -4.46391962e-02
  2.29195748e-02 -4.40729633e-02  4.28472236e-02  4.00411755e-01
 -4.07776348e-02 -3.43344286e-02  1.40776755e-02  3.70497853e-02
  2.28518751e-02 -2.32549291e-02  4.87779714e-02 -1.36036584e-02
 -1.50860252e-03 -1.24241067e-02 -4.15994152e-02 -3.20793828e-03
  1.55932643e-02 -1.88966542e-02 -4.62620743e-02 -2.89039826e-03
  2.46048812e-03 -2.23222841e-02  9.63276699e-02  5.28842350e-03
  1.92777496e-02  4.65397052e-02  4.79952991e-02 -6.63261786e-02
  8.83115445e-06 -9.34031531e-02 -9.44413058e-03  5.15370108e-02
 -3.56350280e-02  2.56285202e-02  7.50069469e-02 -1.05195788e-04
 -4.53053508e-03  1.33162988e-02  6.23314455e-02  8.53231736e-03
 -1.52845392e-02 -2.82569882e-02 -1.24690617e-02 -2.00207578e-03
  2.73835305e-02 -1.99000724e-02  5.89135103e-02 -1.06595911e-01
 -5.56424782e-02  8.98116380e-02  6.37234701e-03  5.25347814e-02
 -1.18065197e-02  1.58930831e-02 -6.41692011e-03 -1.73895825e-02
  3.28986011e-02 -2.31004003e-02  1.33395928e-03  3.47908190e-03
  3.98713835e-02  3.80406380e-02 -4.03994359e-02 -2.74042003e-02
 -3.57541591e-02 -2.45022178e-02  3.96108301e-03  1.24134362e-01
  9.26979929e-02 -5.92468772e-03  1.53837483e-02  1.83524210e-02
 -4.48966622e-02 -5.78254974e-03 -3.50555442e-02  4.72732149e-02
 -5.57571370e-03  6.02445332e-03  7.73207098e-02 -9.30939801e-03
  3.75169665e-02  7.59016257e-04  4.54250490e-03  2.43507940e-02
  1.03761675e-03 -6.06928812e-03 -1.57815672e-03  4.58337478e-02
  2.07681246e-02 -1.66014140e-03 -3.46264429e-03 -5.43347485e-02
  3.13398913e-02  1.31133879e-02 -4.00646552e-02  3.02074738e-02
  3.09857354e-02 -2.31155772e-02  9.77313519e-03  3.49281123e-04
  2.10313704e-02 -1.47465840e-01 -3.57282050e-02 -5.88219948e-02
  3.99899110e-02  3.62252258e-02 -7.10638165e-02  3.89271900e-02
  1.27968630e-02 -8.30667987e-02  3.73297781e-02 -3.44155245e-02
  5.12161292e-02  6.26621023e-02  9.17280035e-04 -5.94768636e-02
  7.25262091e-02 -3.50133143e-02 -2.61076707e-02 -2.34414879e-02
  4.87601273e-02  5.56322075e-02 -1.16613312e-02  3.19518931e-02
 -3.30309756e-02  4.97109555e-02 -4.43310998e-02 -2.83754051e-01
 -2.01584250e-02  4.55557816e-02 -5.97214364e-02  1.19077917e-02
  3.90002765e-02  3.38801485e-03  5.94211090e-03  2.26276983e-02
  3.92419547e-02  6.34433925e-02  1.56049235e-02 -4.05260324e-02
 -5.13677821e-02 -1.83614176e-02 -5.38317524e-02  1.93071160e-02
 -1.17644630e-02 -4.57772166e-02 -3.40879336e-02 -1.04138311e-02
  5.84290028e-02  9.04250145e-03 -2.72309650e-02 -2.51074415e-02
 -3.58198285e-02  8.70371833e-02 -7.59029314e-02  7.74652436e-02
  1.92458127e-02 -4.16058451e-02  8.97456110e-02  5.34729250e-02
 -5.19663393e-02  3.58559862e-02  1.54946921e-02  9.93789174e-03
  7.11302236e-02 -1.63983507e-03 -1.05976891e-02  8.61294940e-03
 -2.43197847e-03  3.23626548e-02 -3.91936712e-02 -2.31694081e-03
 -5.47398105e-02  3.95326242e-02 -6.67732731e-02 -2.71085408e-02
  8.43132008e-03  1.49376446e-03 -2.56031919e-02 -4.87989038e-02
  4.79685105e-02 -3.75975445e-02 -3.29753906e-02 -5.12771755e-02
 -2.35312898e-02  3.05555072e-02 -2.92120259e-02 -2.38237884e-02
 -1.05227130e-02 -5.87856360e-02 -3.09657492e-02  2.29265448e-03
  7.25696096e-03  1.99184753e-03 -3.04373857e-02  1.27580399e-02
 -3.68118398e-02 -2.56894026e-02  2.36464124e-02  2.29884069e-02
 -7.40840137e-02 -2.09238213e-02  2.58251969e-02  9.03089419e-02
 -1.43146538e-03  3.32983434e-02 -7.61538860e-04  3.40286940e-02
 -3.48139256e-02  1.59021839e-02  5.41060567e-02 -1.42179942e-02
 -6.83100149e-03  4.28079069e-02 -7.25498274e-02 -1.59848519e-02
  6.00263439e-02 -2.57083084e-02  2.35568918e-02 -2.85282452e-02
  6.74064155e-04  7.00489804e-03  4.86911424e-02 -2.44012535e-01
  2.82284729e-02  3.15106735e-02 -6.57411013e-03 -3.13921366e-03
 -3.41363810e-02  1.70222186e-02 -5.66456430e-02 -2.84813996e-02
  4.70669679e-02  1.78468693e-02 -2.53831968e-03  4.24009301e-02
 -3.52172705e-04  8.83853063e-03 -2.06036754e-02  1.20831087e-01
 -6.41752258e-02 -5.56839630e-03 -4.02108356e-02 -2.78236847e-02
  2.25845780e-02  1.16676658e-01  1.84844658e-02  5.01892343e-02
  1.19615830e-02  2.44787280e-02  3.49806137e-02  4.14132737e-02
  1.76679082e-02  4.45752405e-02 -9.47888568e-02  1.03151456e-01
 -6.88463170e-03 -5.99440821e-02  8.27172920e-02 -3.87478922e-03
  1.86660718e-02  9.02552996e-03  3.64391692e-02 -4.99557797e-03
 -3.66030931e-02 -2.59343646e-02 -2.34537497e-02  3.31498161e-02
 -2.07335455e-03 -2.30064467e-02 -1.03638694e-01  5.17169759e-02
 -5.74470684e-02  4.31036903e-03  1.84293129e-02 -3.67803797e-02
 -4.57604937e-02 -5.35228197e-03  2.62630433e-02 -2.66227890e-02
 -1.29236020e-02 -3.38546932e-02 -1.74160209e-03 -3.73556092e-03
  1.08962944e-02  4.25268374e-02  9.17462558e-02 -2.53744721e-02]"
2,"Vision Statement of University  Be an internationally acclaimed University recognised for its excellent teaching, research, innovation, outreach  and creating top class technocrats and professionals who can serve the mankind as multi skilled global citizen. Mission Statement of University  •  Establish state-of-the-art facilities for world class education and research. •  Conduct scholarly research and creative endeavours that impact quality of life. •  Attract quality staff and students to cater for diverse needs and preferences and widen participation. •  Build a foundation for students to be successful at all levels through high-quality, innovative programs. •  Collaborate with institute, industry, and society to address current issues through research and align  curriculum. •  Involve in societal outreach programs to identify concerns and provide sustainable ethical solutions. •  Encourage life-long learning and team-based problem solving through an enabling environment. Vision of the Department:  Inculcate the innovative thinking in Computer Science and Engineering graduates with domain knowledge  and skills to address contemporary industrial and social requirements. Mission of the Department:  1.",1221,179,305.25,"[ 1.37777440e-03  3.69761437e-02  5.11771478e-02 -7.11181536e-02
  2.94938963e-02  1.87486205e-02  3.49902436e-02  1.07744470e-01
 -2.10462813e-03  4.39699776e-02  5.88375106e-02 -8.84621069e-02
 -9.24442708e-03 -1.95593890e-02  2.82879472e-02  2.71221511e-02
 -6.96095303e-02 -3.94454710e-02  5.23015149e-02  1.28947720e-02
  1.06872499e-01 -2.88853757e-02 -2.98937615e-02 -5.11523634e-02
  8.06273613e-03  5.46503328e-02  3.09019480e-02 -5.09056486e-02
  9.88616701e-03 -6.60271496e-02 -2.72231810e-02 -8.43429193e-03
  8.52789730e-02  8.07337556e-03  1.95710659e-02 -1.74765605e-02
  8.96363631e-02 -9.46622901e-03 -7.88894966e-02 -6.51105726e-03
  1.28596239e-02 -1.79196820e-02 -9.18324012e-03  1.17584923e-02
  1.27360737e-03 -4.35661897e-02 -2.55171731e-02 -7.45792538e-02
 -4.94886003e-02 -3.25957462e-02 -1.92357309e-03  1.56229669e-02
 -7.37285092e-02  4.04170007e-02 -2.59760749e-02  6.05504075e-03
  2.22401414e-02 -5.95346466e-02 -3.49804573e-02 -6.01403490e-02
  2.91139036e-02  1.67573113e-02 -2.08158880e-01  9.65531915e-02
  1.62599562e-03  2.48843189e-02 -3.48111987e-02 -4.56454754e-02
  3.66148335e-04  1.68183595e-02 -2.13443711e-02 -4.83365655e-02
  9.91062447e-03  3.06550860e-02  1.34471729e-02  6.56505162e-03
  3.03656794e-02 -6.68670908e-02  1.78872999e-02  1.83163665e-03
  5.07868044e-02  1.82816684e-02  1.50502902e-02 -3.75381261e-02
 -2.36730371e-02 -1.49213010e-02 -4.05475348e-02  3.77182476e-03
  4.35621105e-02  2.34765075e-02 -8.87585524e-03 -6.59069866e-02
 -7.91331083e-02  3.19874138e-02 -5.55723021e-03 -3.27476673e-02
 -6.40309304e-02 -1.65513940e-02 -1.60909612e-02  3.16733718e-01
 -8.22352096e-02 -7.58993998e-03  3.93812358e-02 -1.70703027e-02
  3.13729979e-02  1.17947385e-02  5.05584814e-02  1.02355070e-02
 -2.02716719e-02  1.64396893e-02 -1.17005128e-03 -2.92925518e-02
 -2.07939390e-02  4.81342822e-02  1.29435193e-02  2.56437808e-02
 -9.54702348e-02 -2.61413902e-02  1.96123440e-02 -4.63433750e-02
 -4.58229445e-02  7.33258352e-02  2.42268690e-03 -7.48346522e-02
 -4.42236401e-02 -6.43281499e-03  2.56270412e-02  4.28216048e-02
 -3.93707976e-02  1.52831746e-03  4.10049297e-02 -1.73505414e-02
 -2.95960549e-02  2.97748689e-02 -1.29386457e-02  5.96673377e-02
  5.15339449e-02 -2.18259804e-02 -1.23289730e-02  3.21529843e-02
  6.10172376e-02  4.14816663e-03 -1.90730840e-02 -5.90000898e-02
 -9.07754600e-02  5.71885780e-02  2.20993534e-02 -1.50372752e-03
  2.90932483e-03  2.80284695e-02  4.28530835e-02  2.07118914e-02
  4.68892930e-03 -1.47305606e-02 -9.53635294e-03  2.10301429e-02
 -2.02120822e-02  6.48457790e-04  1.20631773e-02  4.13332880e-02
 -6.64870022e-03  3.60351950e-02  1.34052639e-03  1.10824876e-01
 -7.58686941e-03  5.68911340e-03 -6.90139271e-03 -3.68791167e-03
 -1.05504179e-02 -4.06615436e-02 -1.42253470e-02  4.11375426e-02
  4.08446463e-03  2.19160523e-02  5.70467450e-02 -3.38759236e-02
 -1.05307708e-02  2.93803941e-02 -5.11197895e-02 -3.45870368e-02
  5.72083332e-02 -3.44383135e-03 -2.21833996e-02 -2.87407618e-02
  5.66078611e-02 -1.02441004e-02  2.95162457e-03  3.57400775e-02
 -1.86227635e-03 -6.12506121e-02 -4.78266329e-02  1.52122363e-01
 -5.50486185e-02  9.13058408e-03  2.52805371e-02  2.37675514e-02
  8.31944197e-02 -5.44287041e-02 -1.14978971e-02 -7.32205361e-02
  3.28680649e-02  1.83755439e-02 -8.93787891e-02 -3.82516417e-03
  9.55641791e-02 -7.11529627e-02  8.63520578e-02  6.33618906e-02
 -4.39766347e-02 -1.89872105e-02 -1.11570179e-01 -6.29446702e-03
  6.56038895e-02  7.50947446e-02 -4.81837541e-02 -9.16544497e-02
  3.87673527e-02  2.59613562e-02 -1.19859483e-02 -1.84326917e-02
  2.42362600e-02  2.53573880e-02 -6.00185841e-02 -2.88874537e-01
  5.60678504e-02 -7.10981414e-02 -1.11412145e-02  3.21627893e-02
  2.51938626e-02  1.90944336e-02 -2.14238781e-02  1.02873622e-02
  3.73350941e-02  1.00187719e-01  6.83379695e-02  6.12711795e-02
 -1.91646032e-02 -1.82573795e-02 -9.13316477e-03 -1.52751980e-02
 -4.23877351e-02  7.42550110e-05 -9.67059135e-02  1.69749639e-03
  5.31796142e-02  2.40975153e-03 -4.32273485e-02  2.46627862e-03
 -3.08217499e-02  9.26170498e-02 -1.28169162e-02  6.55905381e-02
  2.97967661e-02  9.74987820e-03  6.18236363e-02  4.71432284e-02
 -1.29085809e-01  9.10368636e-02 -3.37755680e-02 -2.35676169e-02
  2.24571973e-02 -2.26837210e-02 -9.03582014e-03  4.75033186e-02
 -3.20431637e-03 -8.75377189e-03 -6.17877673e-03 -1.07937520e-02
  9.81215760e-03  2.12624520e-02  3.90280224e-02  2.65377779e-02
  3.70447934e-02  2.97036744e-03 -8.59017391e-03 -4.75058965e-02
  7.00289309e-02 -2.39131395e-02  1.25986524e-02 -8.94606933e-02
  1.10491291e-02  1.82177741e-02  2.61831451e-02  1.32387260e-03
  2.31734365e-02 -2.59356014e-02 -2.63790078e-02  3.53585253e-03
 -1.92744080e-02  2.20232317e-03  7.66144088e-03  5.15449643e-02
 -1.39651205e-02 -1.94910099e-04  5.09871691e-02  4.27374877e-02
 -4.64896522e-02  6.95516393e-02 -5.23731075e-02  1.96205154e-02
  8.64439551e-03 -8.07273574e-03  1.36984996e-02  5.24636172e-02
 -4.84835804e-02 -1.09975515e-02  1.33823343e-02  8.52359459e-02
  3.66621022e-03  2.51006279e-02  1.72421113e-02 -5.10165766e-02
  4.82649952e-02 -2.08278634e-02 -3.67230885e-02  2.45983228e-02
 -1.96272787e-02 -6.94866106e-02  3.79059650e-02 -2.53561080e-01
 -1.95916258e-02 -6.38269633e-02  7.88930897e-03  3.83918583e-02
 -3.83964777e-02  5.84204830e-02 -2.14311574e-02 -4.74648811e-02
 -1.07079362e-02 -8.42939224e-03 -3.15579623e-02  1.84788685e-02
 -1.94164757e-02  7.43288733e-03  5.66874184e-02  1.39055058e-01
 -6.50068223e-02 -3.77915823e-03  3.64651419e-02 -6.55526994e-03
  1.75464638e-02  1.02671050e-01 -7.38283247e-02  2.31145434e-02
 -4.29825783e-02 -1.54597415e-02  3.96115854e-02 -5.17059192e-02
  2.26486493e-02  1.15275187e-02 -1.88108231e-03  2.44200453e-02
 -7.32656708e-03 -5.69283776e-02  9.51727480e-02  3.95311192e-02
  6.03857376e-02  2.77252551e-02  5.27437683e-03 -4.06728238e-02
  1.63387507e-02  2.70264852e-03 -4.20601666e-03  6.23284467e-02
  2.37408038e-02 -1.59235690e-02 -1.04490332e-02 -2.95922216e-02
  3.46600600e-02 -7.56330341e-02 -1.19263930e-02 -4.07721028e-02
 -5.12519814e-02 -7.09114457e-03  1.16378786e-02  1.51448894e-05
  8.45237821e-03 -3.00304126e-02 -2.41878256e-02 -3.08110882e-02
  5.31889722e-02  9.17574111e-03  2.84312200e-02 -3.05773113e-02]"
